RowID,Title,Abstract
35,Graduate Research Fellowship Program (GRFP),"The National Science Foundation (NSF) Graduate Research Fellowship Program (GRFP) is a highly competitive, federal fellowship program. GRFP helps ensure the vitality and diversity of the scientific and engineering workforce of the United States. The program recognizes and supports outstanding graduate students who are pursuing research-based master's and doctoral degrees in science, technology, engineering, and mathematics (STEM) and in STEM education. The GRFP provides three years of financial support for the graduate education of individuals who have demonstrated their potential for significant research achievements in STEM and STEM education. This award supports the NSF Graduate Fellows pursuing graduate education at this GRFP institution.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
36,"Asymptotic Phenomena in Reaction-Diffusion, Stochastic, and Fluid Equations","Many biological and physical systems exhibit high degrees of internal complexity that resist direct mathematical description. Examples include ecological dynamics in a varied environment and fluctuating flame fronts in combustion. Nonetheless, such systems often exhibit tractable behavior when viewed at large or fine scales. This ""asymptotic"" behavior plays a major role in applications, and often has a universal character that unites the study of disparate systems. In this project, the principal investigator (PI) will combine several mathematical methods to identify and justify asymptotic phenomena in partial differential equations (PDEs) originating in the sciences. This work has the potential to shed light on a variety of systems including ecological invasion, atomic deposition, and fluid shock formation. The PI is committed to undergraduate and graduate mentorship, with the particular aim of supporting students from underrepresented backgrounds. <br/><br/>This project will explore the asymptotic behavior of various deterministic and stochastic PDEs in significant limiting regimes. The project comprises three interconnected lines of work. (1) The PI will study the long-time propagation speed and front structure of solutions to reaction-diffusion equations in heterogeneous and random environments. This investigation encompasses a dual analysis of associated branching particle systems. (2) The PI will combine analytic and probabilistic methods to study long-time and white-noise limits of several physically motivated stochastic PDEs, including stochastic conservation laws and stochastic heat equations near criticality. (3) The PI will investigate the action of weak viscosity on internal shock formation in the compressible Navier--Stokes equations. This involves a delicate coupling between hyperbolic and parabolic approximations.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
37,Cooperation in Context: Biotic and abiotic drivers of interaction outcome in cleaner shrimp-client fish mutualisms,"Determining when, and with whom, to cooperate, is a central challenge for many organisms. Even when cooperation seems the obvious outcome—as in mutualisms, interactions between species where cooperation results in benefits to each party—huge variation is seen in the outcome of an interaction. However, there are major knowledge gaps in our understanding of why this variation exists. This project explores these knowledge gaps in cleaning mutualisms in which cleaner shrimp, which live in groups at “cleaning stations,” remove and eat parasites from their reef fish “clients.” Specifically, Biological Market Theory (BMT) is used as a framework for understanding variation in cleaning mutualisms based on economic principles from human marketplaces. In both mutualisms and marketplaces, individuals exchange goods or services (in an economic marketplace, goods are exchanged for cash; in a mutualistic marketplace, parasite removal services are exchanged for food), and interactions can be positive, neutral, or negative for either party depending on supply and demand, and the costs and benefits of cooperating. This project combines field and lab experiments, behavioral observations, and mathematical modeling to explore several factors related to supply, demand, and the costs and benefits of interacting, and how they affect the decisions of cleaners and clients to interact cooperatively with one another. This project will provide research experiences to a postdoctoral researcher, scientific dive certifications and fieldwork experience to two undergraduates from underrepresented backgrounds in marine science, and outreach to the public through community events and a podcast series. <br/><br/>This project enhances our understanding of context-dependency in mutualism by focusing on how three aspects of the context in which a cleaning interaction occurs—the “intragroup context,” the composition of the cleaner group, the “interspecific context,” the presence or behaviors of third-party species not directly involved in the mutualism, and the “spatial context,” the density and distribution of cleaning stations—link to extensive observed variation in interaction outcome, cleaning service quality, and decisions by cleaners and clients. Specifically, BMT predicts that (1) service quality should vary depending on contextual factors that affect supply and demand, and (2) individuals in mutualisms should assess potential partners and choose to interact only with those that provide the highest service quality. This work will combine non-invasive camera-based observations and experimental manipulations in nature with behavioral experiments in the lab and a spatially-explicit mathematical model of cleaning station distribution. Understanding how does the broader biotic (e.g., group or interspecific) or abiotic (e.g. spatial) context affect these crucial interactions, and what ecological and behavioral factors correlate with variation in mutualistic interaction outcome is important, since variation in the outcome of species interactions affects both the ecology of communities (e.g., variation in population growth and stability), and the evolution of species (e.g., the strength of selection on certain traits). Answers to these questions are currently lacking, especially in nature, but promise to significantly deepen our understanding of how mutualisms evolve, persist, and function.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
38,Studies in Moduli Theory and Birational Geometry,"The area of study of this project lies within algebraic geometry, the branch of mathematics devoted to geometric shapes called algebraic varieties, defined by polynomial equations. Algebraic geometry has significant applications in in coding, industrial control, computation, and in theoretical physics, where physicists consider algebraic varieties as a piece of the fine structure of our universe. One focus of this project is moduli theory, which studies a remarkable phenomenon in which the collection of all algebraic varieties of the same type is often manifested as an algebraic variety, called a moduli space, in its own right. Thus in algebraic geometry, the metaphor of thinking about a community of ""organisms"" as itself being an ""organism"" is not just a metaphor but a rigorous and quite useful fact. A second focus in this project is birational geometry, focusing here on resolution of singularities. Resolution of singularities is a fundamental procedure where ""bad"" points of an algebraic variety are removed and replaced by ""good"" points; it is the most powerful tool in the hands of a binational geometer. The project will provide research training opportunities for graduate students. <br/><br/>In more detail, regarding moduli spaces the PI will study the enumerative geometry of certain moduli spaces of surfaces, a decades-old challenge. In an area where birational geometry and moduli spaces overlap, the PI will continue to study the birational geometry of stack theoretic weighted blowups, a transformation that occurs frequently on moduli spaces that has proven instrumental in describing their geometry. Regarding resolutions of singularities, new algorithms will be developed for logarithmic resolution that are remarkably simpler than earlier ones, an algorithm for resolution in the presence of a nested family of foliations will be developed, and singularity invariants in positive characteristic will be studied that will lead to new insights into the formidable challenges of resolution in positive characteristic. These efforts will serve as platforms to directly mentor PhD students and young researchers, and for lectures and training programs reaching broader audiences.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
39,Reconstructing global ice volume and bottom water temperature in the 41-kyr world - a novel integrated data and machine-learning approach,"Approximately 3 million years ago, Earth transitioned into an icehouse climate characterized by extensive continental ice sheets in both hemispheres. A notable aspect is the pronounced 41-thousand-year oscillations between relatively warm and cold climates, influenced by variations in Earth’s orbital tilt. It remains a mystery how these small changes in Earth’s orbital geometry can have such big impacts on the global climate. This study aims to tackle this puzzle by reconstructing global mean ocean temperature and ice volume from approximately 1 to 3 million years ago. The project will analyze multiple climate proxies, including organic biomarkers of marine phytoplankton and stable isotopes of calcareous planktonic foraminifera recovered from the Integrated Ocean Discovery Program. Machine-learning algorithms will be developed to resolve global ice volume and ocean temperature signals hidden within these climate proxies. The expected results can help assess the role of CO2 and ice albedo in global temperatures, evaluate the relationships between ocean cooling and ice-sheet expansion, and provide better insights into the long-term response of present ice sheets as temperatures rise. This project will foster interdisciplinary interactions among early career scientists, graduate and undergraduate students from both Earth Sciences and Applied Math, providing STEM students with an environment where mathematics, biogeochemical, and climatic understanding of the Earth system are well integrated in both classes and primary research.<br/><br/>A key switch in the mode of ice volume (IV) variabilities ~1 myrs ago (the Mid-Pleistocene Transition, MPT) shifted the major IV cycles from quasi-symmetric 41-kyr to asymmetric 100-kyr oscillations with no change in external forcing. Hypothesis tests that have assessed the Pleistocene evolution of ice-sheet dynamics and climatic feedback have generally assumed that global benthic foraminifera δ18Ob primarily reflects changes in global IV even though δ18Ob is known to be a mixture of both IV and bottom water temperature (BWT). This project will address a fundamental question regarding the MPT — how much δ18Ob variabilities before the MPT (“41-kyr world”) are attributable to IV as opposed to BWT? A new proxy-based Early-Pleistocene IV estimate will be developed with the aid of a novel statistical approach. Specifically, the project will (1) generate a set of high-resolution Early-Pleistocene UK’37-based Sea Surface Temperature (SST) paired with δ18O of planktonic foraminifera (δ18Op) from multiple marine sites (Integrated Ocean Discovery Program). Combining SST and δ18Op will allow changes in δ18O of seawater (δ18Osw) to be calculated as a proxy of global IV; (2) design a machine-learning framework for statistically robust estimation of IV (δ18Osw), which implements a multi-fidelity Gaussian process model and space state modeling with Kalman filter, to tackle the complexity of multi-core, multi-proxies time series in calculating IV and BWT and associated uncertainties. This approach differs from previous studies in that it requires no knowledge of sea level changes, no knowledge of δ18Ob in deriving δ18Osw, and makes no implicit assumption of the relationship between δ18Osw, BWT, and δ18Ob.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
40,Collaborative Research: Research Infrastructure: HNDS-I: Building AI-Based Tools for Continental-Scale Archaeological Surveys,"The archaeological record of human history is vast, spanning most of the planet's land masses, and mostly unrecorded, with knowledge derived from a tiny fraction of sites around the world. The lack of data from larger connected regions makes it difficult to understand how fieldwork-derived data from small sites fit within the bigger picture of the human past. This project pursues this big picture through a combination of fieldwork and artificial intelligence to produce an archaeological survey that uses high resolution multi-spectral satellite imagery. The datasets produced by this survey enable research on past human adaptation and social networks on a continental scale. <br/><br/>Mapping how human populations and settlements are distributed within geographic regions is a critical step for understanding how societies change and adapt to their surroundings. Archaeology is often the only source of information about human settlement patterns before the Early Modern era, but it is extremely challenging to use the field’s traditional methods to map sites across regions. This project meets that challenge by developing artificial intelligence models to identify archaeological features in high resolution satellite imagery, over an area of nearly two million square kilometers. The project develops new deep learning models that are tuned for feature detection and deployed to identify abandoned structures across vast areas. These models are important for research in diverse fields such as earth and environmental sciences, infrastructure planning, and emergency response. The models' results are combined and audited with observational data from fieldwork in different regions. The models and data are open-source and available to the research community to study long-term trends in human adaptation, settlement, and demography.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
41,Statistical Policy Choice in Dynamic Environments,"This award will fund research to develop new methods to guide economic and other public policy making in rapidly changing environments. Policy makers, such as Central bankers, fiscal authorities, and foreign currency dealers, make decisions in rapidly changing environments in which they often have to learn and adapt on-the-fly. However, economists do not currently have methods that can effectively guide policy makers in these changing environments. This research will build on methods in statistical decision theory, frameworks for establishing causation from data, and research in machine learning to develop new methods to inform evidence-based policy choices while accounting for uncertainty about the environment. The results of this project will make important contributions to economic science by offering new methods to guide policymakers. The results will improve the quality of policy making, increase efficiency, productivity, and economic growth hence improve the living standards of citizens. <br/><br/>There are many challenges inherent in studying optimal policy choices in dynamic environments, including nonstationary dynamic causal effects, non-iid observations, ensuring external validity, and agents' reactions to changes in policy rules. This award funds research that builds on recent development in time-series, statistical decision theory, and machine learning to develop new econometric methods for policy analyses in dynamic environments. The first part studies short-run policy choice problems where reactions to policy choices by agents and long-run equilibrium spillovers are ruled out. The second part focuses on learning in a long-run policy rule considering agents’ reactions to changes in policy (i.e. robust to Lucas critique). The third part considers an unsupervised learning setting where the policymaker interacts with agents and the environment over time to collect data, learn about parameters governing the causal structure and data generating process, and chooses policy to maximize welfare. The results establish foundations for statistical decision theory and policy learning in dynamic settings and provide new methods to guide policy making in a wide range of empirical contexts. The results of this research will improve policy making, increase efficiency, productivity, and economic growth hence improve the living standards of citizens.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
42,How Individual Bias Supports Collective Performance,"The national interest depends on high-quality decision-making in both the public and private sector. Most important decisions are the result of group deliberation. Therefore, a theory of effective discourse is proposed called adversarial cooperation. The proposed process divides the cognitive labor of a group into two distinct phases: conjecture and refutation. During the conjecture phase, the group leverages its members’ unique knowledge and skills to generate hypothesized solutions to a problem. In the refutation phase, the group stress-tests each solution, with group members acting as either supporters of their own proposed solution or as antagonists of other solutions. The group achieves consensus for the best decision on the assumption that reasoners are better at evaluating hypotheses that they disagree with than their own. So as long as the conjecture phase generates enough distinct potential solutions, the refutation phase is likely to converge on the best solution.<br/><br/>The proposed research program has four strands of behavioral experiments. In all cases, small groups of partisans are asked to collectively reason about politicized problems. The prediction is that the groups whose members are more adversarial (e.g. from two competing political parties) that decide by deliberation will outperform 1) more ideologically heterogeneous groups that deliberate and 2) groups that decide via some other collective action mechanism, such as judgment aggregation. The first experimental strand examines reasoning that requires creative idea generation (i.e. conjecturing). The second and the third strands examine cases that require rigorous stress-testing of existing ideas (i.e. refutations). The second strand focuses on evidence-based refutations and the third strand on argument-based refutations. The final strand applies the proposal to the detection of deepfakes. Are small groups of political adversaries working together more likely to detect the telltale signs of deepfake videos than small groups of co-partisans and state-of-the-art automated detection software?<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
43,Arctic Atmosphere-ice Variability and Marine Accessibility: A Data-driven Approach,"Navigating the Arctic Ocean presents daunting challenges due to its darkness, remoteness, and harsh conditions, but has nevertheless prompted human incursions spanning millennia. The ability to traverse the Arctic Ocean has become of increasing importance over time, supporting people living in the Arctic and the strategic development of commercial opportunities. Navigability – the capacity to support safe passage for vessels – is critical for all Arctic operations, from global shipping to local fisheries, from resource extraction to military deployment, from tourism to traditional lifeways. Key to the assessment of this maritime access is understanding and predicting the frequency and intensity of extreme weather in the Arctic. This project will use computational approaches to develop future scenarios for the conditions that lead to shipboard ice accretion and dangerous sea ice convergence. The results will have far-reaching impacts including assessing the utility of these scenarios for Arctic operational planning on decadal time horizons, developing approaches to emerging high resolution climate information that can be generalized to other applications, and training of early career scientists in these challenging computational techniques.<br/><br/>To address the research goals, first, numerical weather prediction at daily resolutions will be used to develop a model of the probability along maritime shipping routes of (i) icing conditions leading to adverse operational impacts and (ii) sea ice convergence leading to dangerous ridging conditions. Second, the project team will develop and deploy machine learning techniques to enhance the spatial resolution of sea ice projections in geographically constrained segments of maritime routes, such as the heavily trafficked Arctic straits and emerging Canadian Archipelago routes. Third, these perspectives will be incorporated into future multi-model climate projections to develop more accurate scenarios of marine accessibility with regard to climate futures, jurisdictions, and routes. These generalizable insights will be developed on the use of machine learning to enhance the spatial resolution of climate model output variables for a range of applications.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
44,Partial Differential Equation Methods in Kinetic Theory and Their Applications,"The Principal Investigator (PI) will study several important mathematical problems arising in physics: 1) In the study of a body of gas with prescribed boundary temperature, the PI plans to understand mathematically the intriguing `ghost effect' on heat conduction predicted 50 years ago; 2) The control of plasma-wall interaction is important in nuclear fusion, and the PI will study the role of such interactions mathematically in a tokamak-like geometry. He also plans to derive and justify important fluid models for describing a plasma and to demonstrate absence of shock formation in the presence of an external magnetic effect; 3) In contrast to a black hole, a naked singularity is a gravitational collapse of a star which can be observed. The existence and stability of such a naked singularity is a fundamental theoretical open question in the study of Einstein's theory for general relativity. The PI plans to establish stability of a naked singularity recently discovered via his previous NSF support; 4) Even though contact lines (e.g. boundary line where coffee meets the coffee cup, or boundary line of a drop of fluid on a table) play an important role in the study of fluids, it has been an outstanding question to model and determine the dynamics of these contact lines. The PI continues his effort to understand this challenging problem mathematically. As broader impacts of the proposed research, the PI plans to work to investigate the ghost effect from experimental and numerical standpoints, in collaborations with other researchers. The PI also continues to train PhD students and postdoctoral fellows through these research projects.<br/><br/>On the technical level, the PI will 1) establish dynamical stability for recently constructed kinetic ghost effect in heat conduction, based on his recent decisive construction of `ghost effect' solutions; 2) Based on his recent work, the PI plans to construct global unique solutions for the Vlasov-Maxwell-Landau system, a fundamental kinetic model for describing a plasma, in the presence of a perfect conducting boundary in a tokamak-like geometry. The PI also plans to construct global well-posedness for Boltzmann equation with inverse power kernels in a bounded domain and derive fluid equations as the hydrodynamic limits of the Boltzmann theory; 3) The PI discovered that there is no shock formation in plasma two-fluid models (Euler-Maxwell system) for irrotational flows with small amplitude in his previously funded research. Thanks to his recent decisive discovery of a new mechanism of rotation to suppress singularity formation, the PI plans to construct global axisymmetric smooth rotating flows in the presence of an external magnetic field; 4) The PI continues his study to establish stability of gravitational collapse and naked singularity via analyzing spectrum problems in self-similar variables with the help of the interval arithmetic techniques; 5) The PI plans to establish the first PDE justification of dynamic fluid models for describing capillary surface or contact lines in 3D, based on his recent success in 2D.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
45,Thermodynamics of Water Phase Change in Isolated Single Digit Nanopores,"With support from the Chemical Structure and Dynamics (CSD) program in the Division of Chemistry, Professor Matthias Kuehne of Brown University is investigating the thermodynamics of water phase change under extreme nanoconfinement in pores with diameters on the order of 1 nm. The behavior of water in such nanometer-sized cavities is known to deviate strongly from bulk properties, yet prior studies of confined water have reported widely divergent phase transition temperatures for a given pore size. Professor Kuehne and his students will use a unique combination of photoluminescence spectroscopy, Raman excitation spectroscopy, electromechanical resonance measurements, and transient electrothermal methods to address this knowledge gap. Their studies will advance the fundamental understanding of the phase behavior, mass density, and heat capacity of water in well-defined cylindrical nanopores relevant to green energy technology and water desalination. The project outcomes are expected to ultimately benefit society by informing the engineering of advanced separation membranes and electrochemical devices, and by training the next generation of scientists and engineers in this important area of research. As part of the project's broader impacts, two educational videos will also be produced to engage the general public on topics related to fluids at the nanoscale.<br/><br/>Professor Kuehne's research examines three key aspects of water thermodynamics under cylindrical nanoconfinement between 4-500 K. First, photoluminescence and Raman excitation spectroscopy will be used to precisely determine water phase transition temperatures in isolated carbon nanotubes based on changes in the nanotube's optical and vibrational properties. Second, the total and interfacial mass densities of the confined water will be measured by combining electromechanical resonance techniques with Raman spectroscopy. Third, a transient electrothermal method will be coupled with Raman spectroscopy to determine the volumetric heat capacity. The research leverages the Kuehne lab's expertise in fabricating carbon nanotube nanofluidic devices and combines advanced optical and electrical measurement techniques in an innovative approach. Together, these complementary techniques will enable more reliable mapping of the phase diagram of water in single-digit nanopores and extracting enthalpies of phase change. The results will aid in resolving contradictions in reported phase transition temperatures for a given pore size and in developing accurate molecular models of nanoconfined water. The experimental tools developed in this project will further pave the way for systematic investigations of other confined fluids and electrolytes beyond water in future work.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
46,Problems in Regularity Theory of Partial Differential Equations,"This project focuses on understanding certain types of partial differential equations (PDE) commonly encountered in physics and engineering, such as those governing elasticity and conductivity. When we study how materials deform under stress or conduct electricity, we often use equations to describe these phenomena. However, some equations don't behave smoothly, especially when dealing with high contrast materials or complex shapes. These situations can lead to equations that are much harder to analyze, and traditional methods may not work. Another area of study is equations from fluid dynamics. Understanding these questions is crucial for practical applications like designing airplanes or predicting weather patterns, and it also inspires new ideas in mathematics and statistics. Finally, the Principal Investigator (PI) is interested in kinetic equations, which describe how particles move and interact in systems like nuclear fusion experiments. By studying these equations, scientists hope to improve our understanding of how plasmas behave in extreme conditions, such as inside a tokamak. The project provides research training opportunities for graduate students. <br/> <br/>As part of this project, the PI will carry out research closely related to the aforementioned topics and will attempt to address some of the open problems in these areas. The focus will be on several projects that can be gathered into three main topical areas. First, the project will develop new methods to study elliptic equations arising in composite materials (e.g., elasticity problems, conductivity problems). The PI is particularly interested in the blowup behaviors of solutions to PDE in domains with Lipschitz inclusions, equations involving the p-Laplacian, and the insulated problem for the Lamé system. Second, the project will explore the free boundary problem involving an incompressible fluid permeating a porous medium, often referred to as the one-phase Muskat problem. The focus will be on investigating the regularity of solutions to the two- and three-dimensional one-phase Muskat problem in the whole space, as well as on exploring the short-term and long-term smoothing effects of these solutions. Finally, the project will investigate boundary regularity of linear kinetic equations as well as the stability and global well-posedness of nonlinear kinetic equations, including the relativistic Vlasov-Maxwell-Landau system and the spatially inhomogeneous Boltzmann equations in general domains.<br/><br/>This project is jointly funded by the Analysis Program in the Division of Mathematical Sciences (DMS) and the Established Program to Stimulate Competitive Research (EPSCoR).<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
47,NSF-BSF: Mechanisms of Perceptual Enhancement by Action Preparation,"A major goal of perception is to enable an organism to perform actions that ensure its survival. Early theories assumed this process was simple and unidirectional: We perceive things in our environment, process it with high-level cognition, and then plan and execute appropriate actions. In contrast to this view, recent studies suggest that our actions can also influence how we perceive things. For example, people are better at perceiving the changes in the orientation of objects when they are intending to grasp them. This project aims to determine the mechanisms underlying this perception-action interdependence, using a combination of behavioral, psychophysical, physiological, and computational approaches. The work involves the collaboration of two international research teams, one based in the United States and one in Israel. The investigators are also committed to promoting inclusivity and diversity by mentoring talented undergraduates in an EPSCoR state, as well as nationally selected students from groups underrepresented in science. Additionally, the investigators will produce and distribute multimedia science cartoons (SciToons) aimed at K-12 students, teachers, and the general public.<br/><br/>The questions addressed here focus on the mutual interdependence of perception, cognition, and action. The project integrates novel empirical methods with continuous action tracking, pupillometry, and computational modeling. The first goal is to understand how determinate actions need to be in order to influence visual perception. The second goal is to assess which aspects of visual processing improve when we prepare to act or have been trained to act. The third goal is to determine whether preparing to act enhances visual processing by changing how much attention is paid to the target and/or how quickly it grabs attention. The aim is to advance our understanding of the interdependence between perception and action-driven mechanisms. The work has the potential to advance technological innovations in the areas of human factors, human-robot interaction (HRI), and artificial intelligence by identifying and exploiting the interactions among cognitive, perceptual, and motor functions.<br/><br/>This project is jointly funded by Perception, Action, and Cognition and the Established Program to Stimulate Competitive Research (EPSCoR).<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
48,Collaborative Research: Robophysical Modeling of Bacterial Swimming Motion,"The swimming motion of bacteria represents a complex phenomenon that intersects the fields of microbiology and fluid dynamics. The movement of bacteria is vital for colonization and infectious pathogenic process, enabling them to exploit resources in diverse locations and escape from unfavorable conditions. However, a complete understanding of the mechanisms underlying bacterial swimming remains elusive due to the intricate interplay of physical and biological factors. To overcome these challenges, the project will leverage the emerging field of robophysical modeling, employing techniques from robotics to realistically emulate biological systems and unravel the influences of various physical and biological factors. The outcomes will advance the mechanistic understanding of the motility behaviors of one of the most ubiquitous and important life forms on Earth. The project will also broaden research participation by undergraduate students through the use of senior design projects and enhance fluid dynamics education by creating education films based on the project outcomes. <br/><br/>The aim of this project is to advance the understanding of how fluid mechanical forces shape the ways bacteria navigate their complex environments and interact with each other. This project undertakes a convergence approach, fusing knowledge and techniques in fluid dynamics, microbiology, and robotics to achieve the goal. By adopting techniques of robophysical modeling, the project will isolate physical effects governing bacterial swimming from other uncontrollable, complex biological factors, enabling experimental studies of bacterial swimming with unprecedented flexibility and accuracy. Combined experimental and theoretical investigations will elucidate how different non-Newtonian rheological behaviors impact their locomotion, characterize bacterial swimming near surfaces, and examine the hydrodynamic interactions of neighboring swimming bacteria. The integration of theoretical modeling with direct experimental validations will critically assess existing and new hypotheses pertaining to the physical mechanisms responsible for experimentally observed swimming behaviors of bacteria in complex environments. The project outcomes will support the ultimate goal of transforming fundamental knowledge of bacterial motility into future biomedical and technological advancements. The education and training opportunities provided by the project will also educate future STEM workforce on disciplinary convergence.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
49,Conference: STEM Diversity Drivers,"The Leadership Alliance at Brown University will convene a pilot Regional Conference on STEM Mentoring entitled the ""STEM Diversity Drivers Conference"" in the fall of 2024 at Johns Hopkins University. This will be a two-day regional conference that convenes roughly 100 in-person and 120 virtual undergraduate and graduate faculty as well as research professionals. Regional conference institutions participating include: Howard University, Johns Hopkins University, Morgan State University, University of Maryland-Baltimore County and University of Virginia. The specific aims of the conference are to: (1) increase awareness and discuss the barriers that underrepresented groups in STEM disciplines face in the STEM enterprise; (2) elucidate varied experiences that collectively contribute to increased identity, efficacy and persistence in the STEM workforce; and, (3) create a collaborative interdisciplinary and multi-sectoral community for near-peer mentorship models. Regional communities of scholars will leverage expertise and experiences to inform novel and exportable approaches to diversify the STEM research workforce. <br/><br/>The Leadership Alliance is the recipient of the organizational Presidential Award for Excellence in Science, Mathematics and Engineering Mentoring (PAESMEM), the nation's highest award for STEM mentoring, and has over 30 institutional members. The Louis Stokes Alliances for Minority Participation (LSAMP) program assists universities and colleges in their efforts to significantly increase the numbers of students matriculating into and successfully completing high quality degree programs in science, technology, engineering and mathematics (STEM) disciplines in order to diversify the STEM workforce and supports the production of scholarly research in STEM broadening participation. Particular emphasis is placed on transforming undergraduate STEM education through innovative, evidence-based recruitment and retention strategies, and relevant educational experiences. These strategies facilitate the production of highly competitive students motivated to pursue STEM degrees and careers in STEM. For the United States to remain globally competitive, it is vital that it taps into the talent of all its citizens and provides exceptional educational preparedness in STEM areas that underpin the knowledge-based economy.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
50,Collaborative Research: Legitimacy and Efficacy of Transitional Justice Institutions in Comparative Perspective,"This study will assess how the design of transitional justice institutions in countries affected by conflict and/or authoritarianism affects public opinion, thereby shaping long-run national outcomes including regime type and conflict recurrence. Existing literature on the effects of transitional justice is inconclusive; such work is divided between micro-level, single-country studies and macro-level, cross-country studies as well as between studies of post-authoritarian and post-conflict contexts. By collecting comparable survey measures across three countries that vary along several theoretically relevant dimensions and by building a cross-national dataset, this project will bridge these gaps. Further, the researchers will develop and test a novel theory about how public attitudes mediate the relationship between transitional justice institutions and long-run outcomes. Given the widespread use of transitional justice in post-conflict and post-authoritarian countries as well as democracies around the world, there is an urgent need for the field of transitional justice studies to develop a stronger base of evidence for policymaking. This project will shed light on which forms of transitional justice effectively promote peace, democracy, justice, and reconciliation as well as provide insights into how countries’ unique histories may shape the impact of transitional justice there.<br/><br/>This project will investigate three questions. First, which kinds of transitional justice do people see as more legitimate? Second, how do people’s perceptions of the legitimacy of transitional justice institutions affect their broader political attitudes concerning the government, principles of democracy and autocracy, and out-groups? Third, do transitional justice institutions perceived as more legitimate contribute to peace and democracy following conflict? To address these questions, the research team will draw on their extensive thematic, regional, and methodological expertise to employ a mixed-methods research design which combines survey experiments in Colombia, Iraq, and Ukraine; qualitative evidence collected from focus groups and elite interviews in the same countries; and original cross-national data. This approach will leverage the strengths of diverse methodologies by combining (A) micro-level survey and qualitative data that will enable the investigators to assess the effects of varying transitional justice processes on individual attitudes with (B) macro-level cross-national data that will provide insight into the effects of institutions and historical context on national-level outcomes.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
51,SHF: Small: Machine Learning-based Combinatorial Optimization for Electronic Design Automation and Beyond,"Electronic Design Automation (EDA) tools enable the design, analysis, and manufacturing of chips at an unprecedented scale. However, these tools are limited by their reliance on heuristic-based optimization and expert knowledge, which can slow down the chip design process, sometimes taking months or even years. To address this inefficiency, this project introduces an initiative to enhance design productivity by integrating Machine Learning (ML) techniques into EDA optimization algorithms. This integration aims to improve both the performance and speed of these algorithms, potentially revolutionizing the way chip designs are completed. The broader impacts of this project include extensive educational outreach and industry transfer efforts in line with the CHIPS and Science Act, aiming to enhance semiconductor research and workforce training in an Estab­lished Program to Stim­u­late Com­pet­i­tive Research (EPSCoR) state.<br/><br/>The proposed ML-EDA co-optimization framework seeks to standardize the application of ML in core EDA combinatorial optimizations across various scenarios. By developing numerical embeddings of chip design instances at every stage of the EDA process, these embeddings are utilized as input features for ML-based optimizations. This setup allows for optimizations that are tailored to specific design instances, leveraging three innovative ML engines: deep metric learning for optimal hyperparameter selection, reinforcement learning for sequential decision-making in EDA tools, and a back-propagation approach that restructures combinatorial EDA problems into graph-based computing models for faster, more effective solutions.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
